âge,profession,état_civil,éducation,défaut,solde,prêt_logement,prêt_personnel,contact,jour,mois,durée,campagne,jours_précédents,précédent,résultat_précédent,souscription
39,ouvrier,marié,primaire,non,317,oui,non,inconnu,13,mai,326,3,-1,0,inconnu,non
25,services,célibataire,secondaire,oui,57,oui,oui,inconnu,13,mai,190,5,-1,0,inconnu,non
43,technicien,marié,secondaire,non,3285,oui,non,inconnu,13,mai,1721,2,-1,0,inconnu,oui
33,ouvrier,marié,secondaire,non,152,oui,non,inconnu,13,mai,351,2,-1,0,inconnu,non
45,ouvrier,marié,secondaire,non,2429,oui,non,inconnu,13,mai,171,2,-1,0,inconnu,non
58,inconnu,divorcé,secondaire,non,3111,oui,non,inconnu,13,mai,166,2,-1,0,inconnu,non
57,ouvrier,marié,primaire,non,1352,oui,non,inconnu,13,mai,104,2,-1,0,inconnu,non
27,chômeur,célibataire,supérieur,non,37,oui,non,inconnu,13,mai,163,3,-1,0,inconnu,non
25,technicien,célibataire,supérieur,non,640,oui,non,inconnu,13,mai,492,2,-1,0,inconnu,non
38,ouvrier,marié,inconnu,non,113,non,non,inconnu,13,mai,25,10,-1,0,inconnu,non
28,technicien,célibataire,secondaire,non,468,oui,non,inconnu,13,mai,152,3,-1,0,inconnu,non
33,services,marié,secondaire,non,184,oui,non,inconnu,13,mai,109,4,-1,0,inconnu,non
44,ouvrier,célibataire,secondaire,non,633,oui,non,inconnu,13,mai,1032,1,-1,0,inconnu,non
57,administratif,marié,secondaire,non,7,oui,non,inconnu,14,mai,65,6,-1,0,inconnu,non
46,ouvrier,célibataire,secondaire,non,57,oui,non,inconnu,14,mai,194,4,-1,0,inconnu,non
57,technicien,divorcé,secondaire,non,0,oui,non,inconnu,14,mai,360,2,-1,0,inconnu,non
42,ouvrier,divorcé,primaire,non,419,oui,oui,inconnu,14,mai,96,4,-1,0,inconnu,non
46,administratif,marié,secondaire,non,120,oui,non,inconnu,14,mai,20,11,-1,0,inconnu,non
39,entrepreneur,marié,secondaire,non,580,oui,non,inconnu,14,mai,323,4,-1,0,inconnu,non
27,ouvrier,marié,secondaire,non,362,oui,non,inconnu,14,mai,332,2,-1,0,inconnu,non
42,cadre,marié,secondaire,non,43,oui,non,inconnu,14,mai,735,8,-1,0,inconnu,non
58,administratif,marié,secondaire,non,749,oui,non,inconnu,14,mai,151,2,-1,0,inconnu,non
42,administratif,célibataire,secondaire,non,243,oui,non,inconnu,14,mai,46,5,-1,0,inconnu,non
48,ouvrier,marié,primaire,non,9004,non,non,inconnu,14,mai,158,3,-1,0,inconnu,non
57,services,célibataire,secondaire,non,2236,oui,non,inconnu,14,mai,73,2,-1,0,inconnu,non
52,administratif,célibataire,secondaire,non,3348,oui,non,inconnu,14,mai,407,4,-1,0,inconnu,non
54,ouvrier,divorcé,primaire,non,2062,oui,non,inconnu,14,mai,438,2,-1,0,inconnu,non
55,retraité,marié,secondaire,non,188,non,non,inconnu,14,mai,139,2,-1,0,inconnu,non
46,ouvrier,marié,primaire,non,1483,oui,non,inconnu,14,mai,174,3,-1,0,inconnu,non
48,entrepreneur,marié,inconnu,non,2550,oui,non,inconnu,14,mai,175,3,-1,0,inconnu,non
25,administratif,célibataire,secondaire,oui,53,oui,non,inconnu,14,mai,313,4,-1,0,inconnu,non
38,cadre,divorcé,supérieur,non,547,oui,non,inconnu,14,mai,137,4,-1,0,inconnu,non
46,retraité,marié,primaire,non,1374,non,oui,inconnu,14,mai,22,3,-1,0,inconnu,non
48,technicien,marié,inconnu,non,67,oui,non,inconnu,14,mai,328,4,-1,0,inconnu,non
43,ouvrier,marié,primaire,non,4998,oui,non,inconnu,14,mai,93,4,-1,0,inconnu,non
52,technicien,marié,secondaire,non,0,non,non,inconnu,14,mai,97,2,-1,0,inconnu,non
27,ouvrier,célibataire,secondaire,oui,-2,oui,oui,inconnu,14,mai,123,5,-1,0,inconnu,non
29,ouvrier,marié,secondaire,non,23,oui,non,inconnu,14,mai,219,4,-1,0,inconnu,non
49,administratif,marié,secondaire,non,512,oui,oui,inconnu,14,mai,455,3,-1,0,inconnu,non
30,ouvrier,célibataire,secondaire,oui,447,non,non,inconnu,14,mai,103,6,-1,0,inconnu,non
50,administratif,marié,secondaire,non,1917,oui,non,inconnu,14,mai,200,2,-1,0,inconnu,non
58,ouvrier,marié,inconnu,non,4871,oui,non,inconnu,14,mai,133,2,-1,0,inconnu,non
44,ouvrier,marié,secondaire,non,326,oui,non,inconnu,14,mai,35,2,-1,0,inconnu,non
52,technicien,marié,secondaire,non,0,oui,oui,inconnu,14,mai,77,2,-1,0,inconnu,non
44,entrepreneur,marié,secondaire,non,0,non,non,inconnu,14,mai,211,2,-1,0,inconnu,non
27,ouvrier,célibataire,secondaire,non,14,non,non,inconnu,14,mai,72,2,-1,0,inconnu,non
35,technicien,marié,secondaire,non,692,oui,oui,inconnu,14,mai,133,2,-1,0,inconnu,non
31,ouvrier,marié,secondaire,non,369,oui,oui,inconnu,14,mai,89,2,-1,0,inconnu,non
31,ouvrier,marié,primaire,non,591,oui,non,inconnu,14,mai,287,3,-1,0,inconnu,non
52,femme de ménage,marié,secondaire,non,3923,oui,non,inconnu,14,mai,942,3,-1,0,inconnu,oui
44,ouvrier,marié,secondaire,non,0,oui,non,inconnu,14,mai,101,2,-1,0,inconnu,non
28,ouvrier,célibataire,primaire,non,348,oui,oui,inconnu,14,mai,305,3,-1,0,inconnu,non
41,technicien,marié,secondaire,non,102,oui,oui,inconnu,14,mai,387,9,-1,0,inconnu,non
54,technicien,divorcé,secondaire,non,447,oui,non,inconnu,14,mai,146,4,-1,0,inconnu,non
46,ouvrier,marié,secondaire,non,2121,oui,non,inconnu,14,mai,160,1,-1,0,inconnu,non
48,ouvrier,marié,primaire,non,5154,oui,non,inconnu,14,mai,70,1,-1,0,inconnu,non
31,administratif,marié,secondaire,non,393,oui,non,inconnu,14,mai,466,1,-1,0,inconnu,non
42,services,marié,primaire,non,5879,oui,non,inconnu,14,mai,162,1,-1,0,inconnu,non
40,ouvrier,marié,secondaire,non,-31,oui,non,inconnu,14,mai,117,4,-1,0,inconnu,non
56,indépendant,marié,supérieur,non,871,oui,non,inconnu,14,mai,381,1,-1,0,inconnu,non
45,cadre,marié,supérieur,non,37378,oui,non,inconnu,14,mai,167,1,-1,0,inconnu,non
53,technicien,divorcé,primaire,non,1443,oui,non,inconnu,14,mai,476,1,-1,0,inconnu,oui
31,administratif,marié,secondaire,non,752,oui,non,inconnu,14,mai,178,1,-1,0,inconnu,non
42,cadre,marié,supérieur,non,1093,oui,non,inconnu,14,mai,260,1,-1,0,inconnu,non
51,technicien,marié,inconnu,non,573,oui,oui,inconnu,14,mai,231,1,-1,0,inconnu,non
52,cadre,marié,supérieur,non,258,non,non,inconnu,14,mai,188,1,-1,0,inconnu,non
48,cadre,marié,primaire,non,247,oui,oui,inconnu,14,mai,145,1,-1,0,inconnu,non
28,cadre,célibataire,supérieur,non,202,oui,non,inconnu,14,mai,163,3,-1,0,inconnu,non
34,technicien,célibataire,secondaire,non,302,oui,non,inconnu,14,mai,282,1,-1,0,inconnu,non
50,administratif,marié,secondaire,non,736,oui,non,inconnu,14,mai,74,1,-1,0,inconnu,non
46,ouvrier,marié,primaire,non,0,oui,non,inconnu,14,mai,73,1,-1,0,inconnu,non
54,ouvrier,marié,secondaire,non,532,oui,non,inconnu,14,mai,220,1,-1,0,inconnu,non
43,technicien,divorcé,secondaire,non,0,non,non,inconnu,14,mai,333,1,-1,0,inconnu,non
55,ouvrier,divorcé,secondaire,non,7378,non,non,inconnu,14,mai,316,3,-1,0,inconnu,non
47,ouvrier,marié,primaire,non,4666,non,non,inconnu,14,mai,451,3,-1,0,inconnu,non
43,entrepreneur,marié,secondaire,non,1516,oui,non,inconnu,14,mai,318,1,-1,0,inconnu,non
45,technicien,marié,secondaire,non,0,oui,oui,inconnu,14,mai,246,2,-1,0,inconnu,non
46,ouvrier,marié,secondaire,non,6085,oui,oui,inconnu,14,mai,311,2,-1,0,inconnu,non
39,technicien,marié,secondaire,oui,-183,oui,non,inconnu,14,mai,202,2,-1,0,inconnu,non
26,étudiant,célibataire,secondaire,non,91,oui,non,inconnu,14,mai,174,2,-1,0,inconnu,non
40,ouvrier,marié,secondaire,non,30,oui,non,inconnu,14,mai,168,3,-1,0,inconnu,non
48,ouvrier,divorcé,primaire,non,24,oui,non,inconnu,14,mai,832,1,-1,0,inconnu,oui
53,technicien,divorcé,secondaire,non,522,oui,non,inconnu,14,mai,230,1,-1,0,inconnu,non
40,technicien,marié,secondaire,non,770,oui,non,inconnu,14,mai,200,1,-1,0,inconnu,non
54,ouvrier,marié,secondaire,non,1288,oui,non,inconnu,14,mai,170,1,-1,0,inconnu,non
46,technicien,marié,secondaire,non,1029,oui,non,inconnu,14,mai,142,1,-1,0,inconnu,non
47,technicien,divorcé,secondaire,non,4135,oui,non,inconnu,14,mai,283,8,-1,0,inconnu,non
50,ouvrier,divorcé,secondaire,non,204,oui,oui,inconnu,14,mai,421,1,-1,0,inconnu,non
59,retraité,divorcé,primaire,non,1534,oui,non,inconnu,14,mai,278,1,-1,0,inconnu,non
44,services,célibataire,secondaire,non,0,oui,non,inconnu,14,mai,179,1,-1,0,inconnu,non
42,cadre,marié,supérieur,non,877,oui,non,inconnu,14,mai,238,1,-1,0,inconnu,non
52,cadre,marié,secondaire,non,478,oui,non,inconnu,14,mai,110,2,-1,0,inconnu,non
30,cadre,célibataire,supérieur,non,1130,oui,non,inconnu,14,mai,138,3,-1,0,inconnu,non
46,ouvrier,célibataire,secondaire,non,2401,oui,non,inconnu,14,mai,218,2,-1,0,inconnu,non
45,cadre,marié,supérieur,non,740,oui,non,inconnu,14,mai,158,2,-1,0,inconnu,non
29,administratif,célibataire,secondaire,non,993,non,non,inconnu,14,mai,105,1,-1,0,inconnu,non
53,ouvrier,marié,primaire,non,896,oui,non,inconnu,14,mai,106,1,-1,0,inconnu,non
55,administratif,marié,secondaire,non,332,oui,non,inconnu,14,mai,217,1,-1,0,inconnu,non
45,cadre,célibataire,supérieur,non,1088,non,non,inconnu,14,mai,132,1,-1,0,inconnu,non
35,technicien,marié,secondaire,non,51,oui,non,inconnu,14,mai,824,2,-1,0,inconnu,non
52,ouvrier,célibataire,secondaire,non,1541,oui,non,inconnu,14,mai,243,1,-1,0,inconnu,non
40,cadre,marié,supérieur,non,413,oui,non,inconnu,14,mai,150,1,-1,0,inconnu,non
42,administratif,marié,secondaire,non,2656,oui,non,inconnu,14,mai,238,1,-1,0,inconnu,non
41,ouvrier,célibataire,primaire,non,1618,oui,non,inconnu,14,mai,1553,1,-1,0,inconnu,oui
42,administratif,divorcé,secondaire,non,146,oui,non,inconnu,14,mai,148,2,-1,0,inconnu,non
40,administratif,marié,secondaire,non,153,oui,non,inconnu,14,mai,159,2,-1,0,inconnu,non
41,services,marié,secondaire,non,4505,oui,non,inconnu,14,mai,108,2,-1,0,inconnu,non
57,cadre,marié,supérieur,non,0,oui,non,inconnu,14,mai,124,1,-1,0,inconnu,non
45,administratif,marié,secondaire,non,520,oui,non,inconnu,14,mai,452,1,-1,0,inconnu,non
47,cadre,marié,primaire,non,4151,oui,non,inconnu,14,mai,114,1,-1,0,inconnu,non
40,chômeur,marié,secondaire,non,3382,oui,non,inconnu,14,mai,125,1,-1,0,inconnu,non
33,technicien,célibataire,secondaire,non,261,oui,non,inconnu,14,mai,622,1,-1,0,inconnu,non
49,entrepreneur,marié,secondaire,non,1160,oui,non,inconnu,14,mai,153,1,-1,0,inconnu,non
39,cadre,divorcé,supérieur,non,517,oui,oui,inconnu,14,mai,1328,1,-1,0,inconnu,oui
50,services,marié,secondaire,non,2956,oui,non,inconnu,14,mai,686,1,-1,0,inconnu,non
60,retraité,divorcé,primaire,non,1327,oui,oui,inconnu,14,mai,80,1,-1,0,inconnu,non
53,technicien,marié,secondaire,non,8417,oui,non,inconnu,14,mai,435,1,-1,0,inconnu,non
58,retraité,marié,secondaire,non,-172,oui,non,inconnu,14,mai,300,1,-1,0,inconnu,non
52,services,marié,secondaire,non,2257,oui,non,inconnu,14,mai,203,1,-1,0,inconnu,non
42,administratif,célibataire,secondaire,non,277,oui,non,inconnu,14,mai,121,1,-1,0,inconnu,non
42,ouvrier,marié,secondaire,non,902,oui,non,inconnu,14,mai,71,1,-1,0,inconnu,non
43,technicien,marié,secondaire,non,212,oui,non,inconnu,14,mai,78,1,-1,0,inconnu,non
51,administratif,marié,secondaire,non,513,oui,non,inconnu,14,mai,534,1,-1,0,inconnu,non
53,inconnu,divorcé,supérieur,non,2272,oui,non,inconnu,14,mai,243,1,-1,0,inconnu,non
53,technicien,marié,secondaire,non,719,oui,non,inconnu,14,mai,230,1,-1,0,inconnu,non
42,cadre,marié,supérieur,non,1,non,non,inconnu,14,mai,253,1,-1,0,inconnu,non
40,technicien,marié,secondaire,non,503,oui,non,inconnu,14,mai,127,3,-1,0,inconnu,non
59,retraité,marié,secondaire,non,1521,oui,oui,inconnu,14,mai,1125,2,-1,0,inconnu,oui
59,retraité,marié,secondaire,non,2516,oui,oui,inconnu,14,mai,282,1,-1,0,inconnu,non
48,femme de ménage,marié,supérieur,non,468,oui,non,inconnu,14,mai,220,1,-1,0,inconnu,non
25,inconnu,célibataire,inconnu,non,329,oui,non,inconnu,14,mai,158,2,-1,0,inconnu,non
59,ouvrier,marié,primaire,non,259,oui,oui,inconnu,14,mai,267,2,-1,0,inconnu,non
49,chômeur,marié,secondaire,non,769,oui,non,inconnu,14,mai,257,1,-1,0,inconnu,non
42,cadre,marié,supérieur,non,-700,oui,non,inconnu,14,mai,110,1,-1,0,inconnu,non
37,ouvrier,marié,secondaire,non,15801,oui,non,inconnu,14,mai,456,9,-1,0,inconnu,non
40,ouvrier,marié,primaire,non,7831,oui,non,inconnu,14,mai,78,1,-1,0,inconnu,non
31,cadre,marié,supérieur,non,0,non,non,inconnu,14,mai,298,1,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,-68,oui,non,inconnu,14,mai,429,2,-1,0,inconnu,non
60,technicien,marié,secondaire,non,2639,oui,non,inconnu,14,mai,483,2,-1,0,inconnu,non
42,administratif,divorcé,secondaire,non,1076,oui,non,inconnu,14,mai,213,1,-1,0,inconnu,non
48,ouvrier,marié,primaire,non,584,oui,non,inconnu,14,mai,51,1,-1,0,inconnu,non
43,ouvrier,marié,secondaire,non,2706,oui,oui,inconnu,14,mai,44,1,-1,0,inconnu,non
47,ouvrier,marié,primaire,non,1294,oui,non,inconnu,14,mai,164,2,-1,0,inconnu,non
40,indépendant,marié,primaire,non,771,oui,non,inconnu,14,mai,166,1,-1,0,inconnu,non
55,chômeur,divorcé,secondaire,non,283,oui,oui,inconnu,14,mai,220,2,-1,0,inconnu,non
51,cadre,divorcé,supérieur,non,482,oui,non,inconnu,14,mai,178,1,-1,0,inconnu,non
54,cadre,marié,supérieur,non,11,non,non,inconnu,14,mai,452,2,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,2823,oui,non,inconnu,14,mai,858,1,-1,0,inconnu,oui
41,ouvrier,marié,secondaire,non,338,oui,non,inconnu,14,mai,87,1,-1,0,inconnu,non
53,ouvrier,marié,secondaire,non,5700,oui,non,inconnu,14,mai,97,1,-1,0,inconnu,non
46,administratif,marié,secondaire,non,3028,oui,oui,inconnu,14,mai,116,1,-1,0,inconnu,non
45,entrepreneur,marié,primaire,non,2418,oui,non,inconnu,14,mai,120,1,-1,0,inconnu,non
48,ouvrier,marié,secondaire,non,1405,oui,non,inconnu,14,mai,629,2,-1,0,inconnu,oui
44,services,célibataire,secondaire,non,0,oui,non,inconnu,14,mai,198,1,-1,0,inconnu,non
47,ouvrier,marié,secondaire,non,2775,non,non,inconnu,14,mai,262,1,-1,0,inconnu,non
49,ouvrier,marié,secondaire,non,611,oui,oui,inconnu,14,mai,179,1,-1,0,inconnu,non
41,ouvrier,marié,primaire,non,1654,oui,non,inconnu,14,mai,35,1,-1,0,inconnu,non
54,ouvrier,marié,primaire,non,1691,oui,non,inconnu,14,mai,156,1,-1,0,inconnu,non
48,technicien,marié,secondaire,non,427,non,non,inconnu,14,mai,201,1,-1,0,inconnu,non
30,ouvrier,marié,secondaire,non,938,oui,non,inconnu,14,mai,159,1,-1,0,inconnu,non
45,ouvrier,marié,primaire,non,626,oui,non,inconnu,14,mai,68,1,-1,0,inconnu,non
40,ouvrier,marié,inconnu,non,874,non,non,inconnu,14,mai,75,1,-1,0,inconnu,non
42,ouvrier,célibataire,secondaire,non,24,non,non,inconnu,14,mai,229,1,-1,0,inconnu,non
48,technicien,marié,secondaire,non,7373,oui,non,inconnu,14,mai,126,1,-1,0,inconnu,non
40,administratif,marié,secondaire,non,1535,oui,non,inconnu,14,mai,704,1,-1,0,inconnu,oui
47,ouvrier,marié,primaire,non,2,oui,oui,inconnu,14,mai,164,1,-1,0,inconnu,non
47,administratif,marié,secondaire,non,829,oui,oui,inconnu,14,mai,339,1,-1,0,inconnu,non
33,ouvrier,célibataire,secondaire,non,164,oui,non,inconnu,14,mai,461,1,-1,0,inconnu,non
54,ouvrier,marié,secondaire,non,1765,oui,non,inconnu,14,mai,188,1,-1,0,inconnu,non
46,ouvrier,marié,secondaire,non,1733,oui,non,inconnu,14,mai,546,1,-1,0,inconnu,non
53,retraité,marié,primaire,non,383,oui,non,inconnu,14,mai,171,1,-1,0,inconnu,non
25,technicien,célibataire,supérieur,non,777,oui,non,inconnu,14,mai,351,1,-1,0,inconnu,non
50,cadre,marié,secondaire,non,0,oui,non,inconnu,14,mai,94,4,-1,0,inconnu,non
40,ouvrier,marié,secondaire,non,1522,oui,oui,inconnu,14,mai,168,2,-1,0,inconnu,non
53,cadre,marié,supérieur,non,4446,oui,non,inconnu,14,mai,429,1,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,923,oui,non,inconnu,14,mai,249,2,-1,0,inconnu,non
41,administratif,marié,secondaire,non,1309,oui,non,inconnu,14,mai,568,1,-1,0,inconnu,non
42,cadre,marié,supérieur,non,1340,oui,non,inconnu,14,mai,299,1,-1,0,inconnu,non
47,cadre,marié,supérieur,non,3158,oui,non,inconnu,14,mai,282,1,-1,0,inconnu,non
48,ouvrier,marié,secondaire,non,1596,oui,non,inconnu,14,mai,760,1,-1,0,inconnu,oui
43,ouvrier,marié,primaire,non,887,oui,non,inconnu,14,mai,211,1,-1,0,inconnu,non
55,cadre,marié,supérieur,non,23189,oui,non,inconnu,14,mai,77,1,-1,0,inconnu,non
40,administratif,marié,secondaire,non,1010,oui,non,inconnu,14,mai,283,1,-1,0,inconnu,non
45,ouvrier,marié,primaire,non,246,oui,non,inconnu,14,mai,263,1,-1,0,inconnu,non
54,retraité,marié,secondaire,non,918,oui,non,inconnu,14,mai,189,1,-1,0,inconnu,non
46,ouvrier,marié,primaire,non,1429,oui,non,inconnu,14,mai,91,1,-1,0,inconnu,non
57,retraité,divorcé,primaire,non,2439,oui,non,inconnu,14,mai,32,1,-1,0,inconnu,non
49,entrepreneur,marié,secondaire,non,348,oui,non,inconnu,14,mai,139,2,-1,0,inconnu,non
49,administratif,marié,secondaire,non,387,oui,non,inconnu,14,mai,347,1,-1,0,inconnu,non
41,ouvrier,célibataire,primaire,non,22,oui,non,inconnu,14,mai,152,1,-1,0,inconnu,non
42,indépendant,marié,primaire,non,3641,oui,non,inconnu,14,mai,869,1,-1,0,inconnu,non
42,cadre,célibataire,secondaire,non,2535,oui,non,inconnu,14,mai,339,1,-1,0,inconnu,non
49,technicien,marié,primaire,non,1878,oui,non,inconnu,14,mai,267,1,-1,0,inconnu,non
42,ouvrier,marié,secondaire,non,3,oui,non,inconnu,14,mai,34,1,-1,0,inconnu,non
34,chômeur,célibataire,secondaire,non,9,oui,non,inconnu,14,mai,153,2,-1,0,inconnu,non
47,ouvrier,marié,primaire,non,502,oui,non,inconnu,14,mai,28,2,-1,0,inconnu,non
41,administratif,marié,secondaire,non,3634,oui,non,inconnu,14,mai,216,1,-1,0,inconnu,non
45,technicien,marié,secondaire,non,3395,oui,non,inconnu,14,mai,215,1,-1,0,inconnu,non
33,administratif,célibataire,secondaire,non,673,oui,non,inconnu,14,mai,199,2,-1,0,inconnu,non
53,ouvrier,marié,primaire,non,600,oui,non,inconnu,14,mai,139,1,-1,0,inconnu,non
43,chômeur,célibataire,primaire,non,698,oui,non,inconnu,14,mai,322,1,-1,0,inconnu,non
40,ouvrier,divorcé,secondaire,non,2540,oui,non,inconnu,14,mai,189,1,-1,0,inconnu,non
34,ouvrier,marié,primaire,non,357,oui,non,inconnu,14,mai,197,2,-1,0,inconnu,non
40,technicien,marié,secondaire,non,782,oui,non,inconnu,14,mai,224,2,-1,0,inconnu,non
41,ouvrier,marié,primaire,non,2097,oui,non,inconnu,14,mai,160,1,-1,0,inconnu,non
44,ouvrier,célibataire,inconnu,non,-101,oui,non,inconnu,14,mai,143,1,-1,0,inconnu,non
57,administratif,divorcé,primaire,non,628,oui,oui,inconnu,14,mai,191,1,-1,0,inconnu,non
42,technicien,marié,secondaire,non,0,oui,non,inconnu,14,mai,833,1,-1,0,inconnu,non
57,services,marié,secondaire,non,6874,oui,non,inconnu,14,mai,356,1,-1,0,inconnu,non
43,ouvrier,divorcé,secondaire,non,16,oui,non,inconnu,14,mai,485,2,-1,0,inconnu,non
45,ouvrier,marié,primaire,non,1691,oui,non,inconnu,14,mai,57,1,-1,0,inconnu,non
60,retraité,marié,primaire,non,1542,oui,non,inconnu,14,mai,930,1,-1,0,inconnu,oui
41,ouvrier,marié,inconnu,non,1057,oui,non,inconnu,14,mai,247,2,-1,0,inconnu,non
49,ouvrier,marié,primaire,non,11317,oui,non,inconnu,14,mai,208,1,-1,0,inconnu,non
42,administratif,marié,secondaire,oui,-1300,non,non,inconnu,14,mai,89,1,-1,0,inconnu,non
41,services,marié,primaire,non,299,oui,non,inconnu,14,mai,72,1,-1,0,inconnu,non
33,technicien,célibataire,secondaire,non,189,oui,non,inconnu,14,mai,260,1,-1,0,inconnu,non
56,ouvrier,marié,secondaire,non,1412,oui,non,inconnu,14,mai,129,1,-1,0,inconnu,non
49,ouvrier,marié,primaire,non,0,oui,non,inconnu,14,mai,151,2,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,235,oui,non,inconnu,14,mai,181,1,-1,0,inconnu,non
48,cadre,marié,supérieur,non,20718,oui,non,inconnu,14,mai,125,1,-1,0,inconnu,non
41,technicien,marié,secondaire,non,1043,oui,oui,inconnu,14,mai,225,1,-1,0,inconnu,non
41,services,marié,secondaire,non,890,oui,non,inconnu,14,mai,829,1,-1,0,inconnu,non
30,technicien,célibataire,secondaire,non,768,non,oui,inconnu,14,mai,749,2,-1,0,inconnu,non
52,entrepreneur,marié,supérieur,non,618,oui,oui,inconnu,14,mai,166,2,-1,0,inconnu,non
40,ouvrier,marié,secondaire,non,1313,non,non,inconnu,14,mai,87,1,-1,0,inconnu,non
60,retraité,marié,secondaire,non,3932,oui,non,inconnu,14,mai,407,2,-1,0,inconnu,non
28,cadre,célibataire,supérieur,non,334,oui,non,inconnu,14,mai,438,4,-1,0,inconnu,non
44,indépendant,divorcé,secondaire,non,80,oui,oui,inconnu,14,mai,387,2,-1,0,inconnu,non
44,technicien,célibataire,secondaire,non,-27,oui,oui,inconnu,14,mai,100,3,-1,0,inconnu,non
32,ouvrier,célibataire,secondaire,non,2285,oui,non,inconnu,14,mai,413,2,-1,0,inconnu,non
53,cadre,marié,supérieur,non,193,non,non,inconnu,14,mai,521,2,-1,0,inconnu,non
41,services,divorcé,secondaire,oui,-198,non,oui,inconnu,14,mai,133,1,-1,0,inconnu,non
57,retraité,marié,supérieur,non,1180,oui,oui,inconnu,14,mai,191,2,-1,0,inconnu,non
42,ouvrier,marié,primaire,non,505,oui,non,inconnu,14,mai,521,2,-1,0,inconnu,non
31,cadre,marié,secondaire,non,6943,oui,non,inconnu,14,mai,109,1,-1,0,inconnu,non
46,ouvrier,marié,secondaire,non,243,oui,oui,inconnu,14,mai,345,2,-1,0,inconnu,non
40,technicien,célibataire,inconnu,non,3652,oui,non,inconnu,14,mai,1028,2,-1,0,inconnu,oui
46,technicien,divorcé,secondaire,non,3455,oui,non,inconnu,14,mai,566,2,-1,0,inconnu,non
55,indépendant,célibataire,secondaire,non,2607,oui,non,inconnu,14,mai,38,1,-1,0,inconnu,non
52,ouvrier,célibataire,primaire,non,2024,oui,non,inconnu,14,mai,314,1,-1,0,inconnu,non
50,cadre,marié,secondaire,non,0,oui,non,inconnu,14,mai,214,1,-1,0,inconnu,non
57,retraité,marié,secondaire,non,-222,non,non,inconnu,14,mai,248,2,-1,0,inconnu,non
28,ouvrier,marié,secondaire,non,1238,oui,non,inconnu,14,mai,246,1,-1,0,inconnu,non
46,ouvrier,marié,secondaire,non,33,oui,non,inconnu,14,mai,136,8,-1,0,inconnu,non
40,administratif,divorcé,secondaire,non,1000,oui,non,inconnu,14,mai,98,1,-1,0,inconnu,non
56,ouvrier,marié,secondaire,non,881,oui,non,inconnu,14,mai,225,2,-1,0,inconnu,non
48,services,divorcé,secondaire,non,403,oui,non,inconnu,14,mai,364,1,-1,0,inconnu,non
36,cadre,célibataire,supérieur,non,-38,oui,non,inconnu,14,mai,784,1,-1,0,inconnu,non
37,technicien,marié,supérieur,oui,0,oui,non,inconnu,14,mai,93,14,-1,0,inconnu,non
41,entrepreneur,marié,supérieur,non,221,oui,non,inconnu,14,mai,57,2,-1,0,inconnu,non
43,ouvrier,marié,secondaire,non,1109,oui,non,inconnu,14,mai,160,2,-1,0,inconnu,non
40,entrepreneur,marié,secondaire,non,1416,oui,non,inconnu,14,mai,210,2,-1,0,inconnu,non
40,entrepreneur,marié,secondaire,non,264,oui,non,inconnu,14,mai,222,2,-1,0,inconnu,non
45,ouvrier,marié,secondaire,non,141,oui,oui,inconnu,14,mai,21,10,-1,0,inconnu,non
44,ouvrier,marié,secondaire,non,1944,oui,non,inconnu,14,mai,222,5,-1,0,inconnu,non
53,entrepreneur,marié,primaire,non,694,oui,non,inconnu,14,mai,157,1,-1,0,inconnu,non
31,cadre,marié,supérieur,non,303,oui,non,inconnu,14,mai,143,1,-1,0,inconnu,non
50,ouvrier,marié,secondaire,non,2087,oui,non,inconnu,14,mai,371,1,-1,0,inconnu,non
53,cadre,marié,supérieur,non,369,oui,oui,inconnu,14,mai,161,2,-1,0,inconnu,non
56,ouvrier,divorcé,secondaire,non,166,oui,non,inconnu,14,mai,350,2,-1,0,inconnu,non
45,technicien,marié,primaire,non,718,oui,non,inconnu,14,mai,135,1,-1,0,inconnu,non
47,indépendant,marié,supérieur,non,4543,oui,non,inconnu,14,mai,162,1,-1,0,inconnu,non
33,administratif,célibataire,secondaire,non,1613,oui,non,inconnu,14,mai,565,1,-1,0,inconnu,non
57,technicien,marié,supérieur,non,-1,non,non,inconnu,14,mai,850,2,-1,0,inconnu,oui
45,entrepreneur,célibataire,supérieur,non,1410,oui,non,inconnu,14,mai,44,8,-1,0,inconnu,non
34,ouvrier,marié,secondaire,non,577,non,non,inconnu,14,mai,337,1,-1,0,inconnu,non
49,entrepreneur,marié,primaire,non,-63,oui,non,inconnu,14,mai,416,2,-1,0,inconnu,non
49,services,marié,secondaire,non,892,non,non,inconnu,14,mai,102,2,-1,0,inconnu,non
37,administratif,divorcé,secondaire,non,-113,oui,non,inconnu,14,mai,5,2,-1,0,inconnu,non
57,technicien,marié,secondaire,non,3240,oui,non,inconnu,14,mai,129,2,-1,0,inconnu,non
40,ouvrier,marié,primaire,non,3658,oui,non,inconnu,14,mai,977,1,-1,0,inconnu,non
57,retraité,marié,secondaire,non,3545,oui,non,inconnu,14,mai,138,2,-1,0,inconnu,non
45,chômeur,marié,primaire,non,1292,oui,non,inconnu,14,mai,70,2,-1,0,inconnu,non
